source,source_name,target,target_name,weight
Alvida,Alvida,Riku_Doldo_III,Riku Doldo III,1
Alvida,Alvida,Rob_Lucci,Rob Lucci,1
Alvida,Alvida,Ryuboshi,Ryuboshi,1
Alvida,Alvida,Sarquiss,Sarquiss,1
Alvida,Alvida,Sengoku,Sengoku,1
Alvida,Alvida,Sentomaru,Sentomaru,1
Alvida,Alvida,Shakuyaku,Shakuyaku,1
Alvida,Alvida,Shanks,Shanks,1
Alvida,Alvida,Shepherd_Ju_Peter,Shepherd Ju Peter,1
Alvida,Alvida,Shirahoshi,Shirahoshi,1
Alvida,Alvida,Shiryu,Shiryu,1
Alvida,Alvida,Sugar,Sugar,1
Alvida,Alvida,Sweet_Pea,Sweet Pea,1
Alvida,Alvida,Takoyaki_8,Takoyaki 8,1
Alvida,Alvida,Tamanegi,Tamanegi,1
Alvida,Alvida,Topman_Warcury,Topman Warcury,1
Alvida,Alvida,Trafalgar_D._Water_Law,Trafalgar D. Water Law,1
Alvida,Alvida,Vegapunk,Vegapunk,1
Alvida,Alvida,Vinsmoke_Ichiji,Vinsmoke Ichiji,1
Alvida,Alvida,Vinsmoke_Niji,Vinsmoke Niji,1
Alvida,Alvida,Vinsmoke_Reiju,Vinsmoke Reiju,1
Alvida,Alvida,Zeus,Zeus,1
Alvida,Alvida,Zunesha,Zunesha,1
Ammo_Knights,Ammo Knights,Belo_Betty,Belo Betty,1
Ammo_Knights,Ammo Knights,Bentham,Bentham,1
Ammo_Knights,Ammo Knights,Bian,Bian,1
Ammo_Knights,Ammo Knights,Braham,Braham,1
Ammo_Knights,Ammo Knights,Caribou,Caribou,1
Ammo_Knights,Ammo Knights,Charlos,Charlos,1
Ammo_Knights,Ammo Knights,Conis,Conis,1
Ammo_Knights,Ammo Knights,Crocodile,Crocodile,1
Ammo_Knights,Ammo Knights,Curly_Dadan,Curly Dadan,1
Ammo_Knights,Ammo Knights,Dadan_Family,Dadan Family,1
Ammo_Knights,Ammo Knights,Dalton,Dalton,1
Ammo_Knights,Ammo Knights,Daz_Bonez,Daz Bonez,1
Ammo_Knights,Ammo Knights,Donquixote_Doflamingo,Donquixote Doflamingo,1
Ammo_Knights,Ammo Knights,Edward_Newgate,Edward Newgate,1
Ammo_Knights,Ammo Knights,Galdino,Galdino,1
Ammo_Knights,Ammo Knights,Gan_Fall,Gan Fall,1
Ammo_Knights,Ammo Knights,Genbo,Genbo,1
Ammo_Knights,Ammo Knights,Gol_D._Roger,Gol D. Roger,1
Ammo_Knights,Ammo Knights,Hakowan,Hakowan,1
Ammo_Knights,Ammo Knights,Imu,Imu,1
Ammo_Knights,Ammo Knights,Issho,Issho,1
Ammo_Knights,Ammo Knights,Jozu,Jozu,1
Ammo_Knights,Ammo Knights,Kabu,Kabu,1
Ammo_Knights,Ammo Knights,Kamakiri,Kamakiri,1
Ammo_Knights,Ammo Knights,Karasu,Karasu,1
Ammo_Knights,Ammo Knights,Karoo,Karoo,1
Ammo_Knights,Ammo Knights,Koala,Koala,1
Ammo_Knights,Ammo Knights,Kokoro,Kokoro,1
Ammo_Knights,Ammo Knights,Kureha,Kureha,1
Ammo_Knights,Ammo Knights,Kuroobi,Kuroobi,1
Ammo_Knights,Ammo Knights,Leo,Leo,1
Ammo_Knights,Ammo Knights,Makino,Makino,1
Ammo_Knights,Ammo Knights,Mansherry,Mansherry,1
Ammo_Knights,Ammo Knights,Marco,Marco,1
Ammo_Knights,Ammo Knights,Marshall_D._Teach,Marshall D. Teach,1
Ammo_Knights,Ammo Knights,McKinley,McKinley,1
Ammo_Knights,Ammo Knights,Monkey_D._Garp,Monkey D. Garp,1
Ammo_Knights,Ammo Knights,Morgans,Morgans,1
Ammo_Knights,Ammo Knights,Nefertari_Cobra,Nefertari Cobra,1
Ammo_Knights,Ammo Knights,Pagaya,Pagaya,1
Ammo_Knights,Ammo Knights,Pierre,Pierre,1
Ammo_Knights,Ammo Knights,Portgas_D._Ace,Portgas D. Ace,1
Ammo_Knights,Ammo Knights,Raki,Raki,1
Ammo_Knights,Ammo Knights,Rebecca,Rebecca,1
Ammo_Knights,Ammo Knights,Sabo,Sabo,1
Ammo_Knights,Ammo Knights,Sai,Sai,1
Ammo_Knights,Ammo Knights,Sakazuki,Sakazuki,1
Ammo_Knights,Ammo Knights,Sengoku,Sengoku,1
Ammo_Knights,Ammo Knights,Shandia_Chief,Shandia Chief,1
Ammo_Knights,Ammo Knights,Silvers_Rayleigh,Silvers Rayleigh,1
Ammo_Knights,Ammo Knights,Tom,Tom,1
Ammo_Knights,Ammo Knights,Viola,Viola,1
Ammo_Knights,Ammo Knights,Wapol,Wapol,1
Ammo_Knights,Ammo Knights,Woop_Slap,Woop Slap,1
Ammo_Knights,Ammo Knights,Wyper,Wyper,1
Andre,Andre,Bastille,Bastille,1
Andre,Andre,Curly_Dadan,Curly Dadan,1
Andre,Andre,Dadan_Family,Dadan Family,1
Andre,Andre,Daz_Bonez,Daz Bonez,1
Andre,Andre,Jean_Bart,Jean Bart,1
Andre,Andre,Kawamatsu,Kawamatsu,1
Andre,Andre,Lola,Lola,1
Andre,Andre,Makino,Makino,1
Andre,Andre,Mashikaku,Mashikaku,1
Andre,Andre,Nefertari_Vivi,Nefertari Vivi,1
Andre,Andre,Penguin,Penguin,1
Andre,Andre,Prince_Grus,Prince Grus,1
Andre,Andre,Strawberry,Strawberry,1
Andre,Andre,Tashigi,Tashigi,1
Andre,Andre,Tsuru,Tsuru,1
Andre,Andre,Vito,Vito,1
Andre,Andre,Woop_Slap,Woop Slap,1
Andre,Andre,Zunesha,Zunesha,1
Ange,Ange,Bentham,Bentham,1
Ange,Ange,Donquixote_Doflamingo,Donquixote Doflamingo,1
Ange,Ange,Gol_D._Roger,Gol D. Roger,1
Ange,Ange,Hack,Hack,1
Ange,Ange,Holed'em,Holed'em,1
Ange,Ange,Kamijiro,Kamijiro,1
Ange,Ange,Koala,Koala,1
Ange,Ange,Leo,Leo,1
Ange,Ange,Sabo,Sabo,1
Ange,Ange,Spandine,Spandine,1
Ange,Ange,Zeus,Zeus,1
Aphelandra,Aphelandra,Benn_Beckman,Benn Beckman,1
Aphelandra,Aphelandra,Bepo,Bepo,1
Aphelandra,Aphelandra,Camie,Camie,1
Aphelandra,Aphelandra,Catarina_Devon,Catarina Devon,1
Aphelandra,Aphelandra,Charlotte_Katakuri,Charlotte Katakuri,1
Aphelandra,Aphelandra,Charlotte_Oven,Charlotte Oven,1
Aphelandra,Aphelandra,Crocus,Crocus,1
Aphelandra,Aphelandra,Duval,Duval,1
Aphelandra,Aphelandra,Edward_Newgate,Edward Newgate,1
Aphelandra,Aphelandra,Gloriosa,Gloriosa,1
Aphelandra,Aphelandra,Haredas,Haredas,1
Aphelandra,Aphelandra,Helmeppo,Helmeppo,1
Aphelandra,Aphelandra,Heracles,Heracles,1
Aphelandra,Aphelandra,Jean_Bart,Jean Bart,1
Aphelandra,Aphelandra,Jozu,Jozu,1
Aphelandra,Aphelandra,Koby,Koby,1
Aphelandra,Aphelandra,Laboon,Laboon,1
Aphelandra,Aphelandra,Lucky_Roux,Lucky Roux,1
Aphelandra,Aphelandra,Marshall_D._Teach,Marshall D. Teach,1
Aphelandra,Aphelandra,Monkey_D._Garp,Monkey D. Garp,1
Aphelandra,Aphelandra,Ninjin,Ninjin,1
Aphelandra,Aphelandra,Pappag,Pappag,1
Aphelandra,Aphelandra,Penguin,Penguin,1
Aphelandra,Aphelandra,Piiman,Piiman,1
Aphelandra,Aphelandra,S-Hawk,S-Hawk,1
Aphelandra,Aphelandra,S-Snake,S-Snake,1
Aphelandra,Aphelandra,Sengoku,Sengoku,1
Aphelandra,Aphelandra,Shachi,Shachi,1
Aphelandra,Aphelandra,Shanks,Shanks,1
Aphelandra,Aphelandra,Spandam,Spandam,1
Aphelandra,Aphelandra,Takoyaki_8,Takoyaki 8,1
Aphelandra,Aphelandra,Tamanegi,Tamanegi,1
Aphelandra,Aphelandra,Trafalgar_D._Water_Law,Trafalgar D. Water Law,1
Aphelandra,Aphelandra,Vasco_Shot,Vasco Shot,1
Aphelandra,Aphelandra,Yamato,Yamato,1
Aphelandra,Aphelandra,Yasopp,Yasopp,1
Arlong,Arlong,Avalo_Pizarro,Avalo Pizarro,1
Arlong,Arlong,Baratie,Baratie,1
Arlong,Arlong,Benn_Beckman,Benn Beckman,1
Arlong,Arlong,Boa_Hancock,Boa Hancock,1
Arlong,Arlong,Boa_Marigold,Boa Marigold,1
Arlong,Arlong,Boa_Sandersonia,Boa Sandersonia,1
Arlong,Arlong,Braham,Braham,1
Arlong,Arlong,Caribou,Caribou,1
Arlong,Arlong,Catarina_Devon,Catarina Devon,1
Arlong,Arlong,Crocodile,Crocodile,1
Arlong,Arlong,Daz_Bonez,Daz Bonez,1
Arlong,Arlong,Doc_Q,Doc Q,1
Arlong,Arlong,Edward_Newgate,Edward Newgate,1
Arlong,Arlong,Emporio_Ivankov,Emporio Ivankov,1
Arlong,Arlong,Fullbody,Fullbody,1
Arlong,Arlong,Galdino,Galdino,1
Arlong,Arlong,Genbo,Genbo,1
Arlong,Arlong,Gol_D._Roger,Gol D. Roger,1
Arlong,Arlong,Hoe,Hoe,1
Arlong,Arlong,Hyouzou,Hyouzou,1
Arlong,Arlong,Inazuma,Inazuma,1
Arlong,Arlong,Jesus_Burgess,Jesus Burgess,1
Arlong,Arlong,Kamakiri,Kamakiri,1
Arlong,Arlong,Krieg,Krieg,1
Arlong,Arlong,Kuro,Kuro,1
Arlong,Arlong,Kuzan,Kuzan,1
Arlong,Arlong,Laffitte,Laffitte,1
Arlong,Arlong,Lucky_Roux,Lucky Roux,1
Arlong,Arlong,Makino,Makino,1
Arlong,Arlong,Ninjin,Ninjin,1
Arlong,Arlong,Piiman,Piiman,1
Arlong,Arlong,Portgas_D._Ace,Portgas D. Ace,1
Arlong,Arlong,Prince_Grus,Prince Grus,1
Arlong,Arlong,Shyarly,Shyarly,1
Arlong,Arlong,Silvers_Rayleigh,Silvers Rayleigh,1
Arlong,Arlong,Stronger,Stronger,1
Arlong,Arlong,Surume,Surume,1
Arlong,Arlong,Tamanegi,Tamanegi,1
Arlong,Arlong,Van_Augur,Van Augur,1
Arlong,Arlong,Vander_Decken_IX,Vander Decken IX,1
Arlong,Arlong,Vasco_Shot,Vasco Shot,1
Arlong,Arlong,Woop_Slap,Woop Slap,1
Arlong,Arlong,Wyper,Wyper,1
Arlong,Arlong,Yasopp,Yasopp,1
Arlong,Arlong,Zeff,Zeff,1
Ashura_Doji,Ashura Doji,Avalo_Pizarro,Avalo Pizarro,1
Ashura_Doji,Ashura Doji,Baxcon,Baxcon,1
Ashura_Doji,Ashura Doji,Catarina_Devon,Catarina Devon,1
Ashura_Doji,Ashura Doji,Chao,Chao,1
Ashura_Doji,Ashura Doji,Charlotte_Mont-d'Or,Charlotte Mont-d'Or,1
Ashura_Doji,Ashura Doji,Crocus,Crocus,1
Ashura_Doji,Ashura Doji,Dracule_Mihawk,Dracule Mihawk,1
Ashura_Doji,Ashura Doji,Ethanbaron_V._Nusjuro,Ethanbaron V. Nusjuro,1
Ashura_Doji,Ashura Doji,Gatz,Gatz,1
Ashura_Doji,Ashura Doji,Guernika,Guernika,1
Ashura_Doji,Ashura Doji,Hamlet,Hamlet,1
Ashura_Doji,Ashura Doji,Issho,Issho,1
Ashura_Doji,Ashura Doji,Jaygarcia_Saturn,Jaygarcia Saturn,1
Ashura_Doji,Ashura Doji,Kaku,Kaku,1
Ashura_Doji,Ashura Doji,Karasu,Karasu,1
Ashura_Doji,Ashura Doji,Karoo,Karoo,1
Ashura_Doji,Ashura Doji,Koala,Koala,1
Ashura_Doji,Ashura Doji,Maha,Maha,1
Ashura_Doji,Ashura Doji,Marcus_Mars,Marcus Mars,1
Ashura_Doji,Ashura Doji,Marshall_D._Teach,Marshall D. Teach,1
Ashura_Doji,Ashura Doji,Morley,Morley,1
Ashura_Doji,Ashura Doji,Nubon,Nubon,1
Ashura_Doji,Ashura Doji,Pedro,Pedro,1
Ashura_Doji,Ashura Doji,Scopper_Gaban,Scopper Gaban,1
Ashura_Doji,Ashura Doji,Shepherd_Ju_Peter,Shepherd Ju Peter,1
Ashura_Doji,Ashura Doji,Shiki,Shiki,1
Ashura_Doji,Ashura Doji,Shirahoshi,Shirahoshi,1
Ashura_Doji,Ashura Doji,Shiryu,Shiryu,1
Ashura_Doji,Ashura Doji,Tashigi,Tashigi,1
Ashura_Doji,Ashura Doji,Topman_Warcury,Topman Warcury,1
Ashura_Doji,Ashura Doji,Vinsmoke_Yonji,Vinsmoke Yonji,1
Atlas,Atlas,Baratie,Baratie,1
Atlas,Atlas,Benn_Beckman,Benn Beckman,1
Atlas,Atlas,Bjorn,Bjorn,1
Atlas,Atlas,Boa_Hancock,Boa Hancock,1
Atlas,Atlas,Buckingham_Stussy,Buckingham Stussy,1
Atlas,Atlas,Buggy,Buggy,1
Atlas,Atlas,Carrot,Carrot,1
Atlas,Atlas,Charlotte_Brûlée,Charlotte Brûlée,1
Atlas,Atlas,Charlotte_Cracker,Charlotte Cracker,1
Atlas,Atlas,Charlotte_Kato,Charlotte Kato,1
Atlas,Atlas,Charlotte_Mobile,Charlotte Mobile,1
Atlas,Atlas,Charlotte_Oven,Charlotte Oven,1
Atlas,Atlas,Charlotte_Pudding,Charlotte Pudding,1
Atlas,Atlas,Clione,Clione,1
Atlas,Atlas,Crocus,Crocus,1
Atlas,Atlas,Curly_Dadan,Curly Dadan,1
Atlas,Atlas,Doc_Q,Doc Q,1
Atlas,Atlas,Duval,Duval,1
Atlas,Atlas,Erik,Erik,1
Atlas,Atlas,Gin,Gin,1
Atlas,Atlas,Gyogyo,Gyogyo,1
Atlas,Atlas,Haredas,Haredas,1
Atlas,Atlas,Hina,Hina,1
Atlas,Atlas,Hyougoro,Hyougoro,1
Atlas,Atlas,Ikkaku,Ikkaku,1
Atlas,Atlas,Inazuma,Inazuma,1
Atlas,Atlas,Inuarashi,Inuarashi,1
Atlas,Atlas,Jean_Bart,Jean Bart,1
Atlas,Atlas,Jesus_Burgess,Jesus Burgess,1
Atlas,Atlas,Kabu,Kabu,1
Atlas,Atlas,Kaya,Kaya,1
Atlas,Atlas,Kin'emon,Kin'emon,1
Atlas,Atlas,Koza,Koza,1
Atlas,Atlas,Krieg,Krieg,1
Atlas,Atlas,Kuro,Kuro,1
Atlas,Atlas,Kyros,Kyros,1
Atlas,Atlas,Lucky_Roux,Lucky Roux,1
Atlas,Atlas,Makino,Makino,1
Atlas,Atlas,Masira,Masira,1
Atlas,Atlas,Mont_Blanc_Cricket,Mont Blanc Cricket,1
Atlas,Atlas,Mr._9,Mr. 9,1
Atlas,Atlas,Ninjin,Ninjin,1
Atlas,Atlas,Onimaru,Onimaru,1
Atlas,Atlas,Patty,Patty,1
Atlas,Atlas,Peepley_Lulu,Peepley Lulu,1
Atlas,Atlas,Penguin,Penguin,1
Atlas,Atlas,Piiman,Piiman,1
Atlas,Atlas,Prince_Grus,Prince Grus,1
Atlas,Atlas,Senor_Pink,Senor Pink,1
Atlas,Atlas,Shachi,Shachi,1
Atlas,Atlas,Shanks,Shanks,1
Atlas,Atlas,Shimotsuki_Yasuie,Shimotsuki Yasuie,1
Atlas,Atlas,Shoujou,Shoujou,1
Atlas,Atlas,Smoker,Smoker,1
Atlas,Atlas,Spandine,Spandine,1
Atlas,Atlas,Stronger,Stronger,1
Atlas,Atlas,Tamanegi,Tamanegi,1
Atlas,Atlas,Tank_Lepanto,Tank Lepanto,1
Atlas,Atlas,Tashigi,Tashigi,1
Atlas,Atlas,Tilestone,Tilestone,1
Atlas,Atlas,Toto,Toto,1
Atlas,Atlas,Tyrannosaurus,Tyrannosaurus,1
Atlas,Atlas,Uni,Uni,1
Atlas,Atlas,Vinsmoke_Niji,Vinsmoke Niji,1
Atlas,Atlas,X_Drake,X Drake,1
Atlas,Atlas,Yasopp,Yasopp,1
Atlas,Atlas,Zeff,Zeff,1
Atmos,Atmos,Bartholomew_Kuma,Bartholomew Kuma,1
Atmos,Atmos,Benn_Beckman,Benn Beckman,1
Atmos,Atmos,Bentham,Bentham,1
Atmos,Atmos,Bepo,Bepo,1
Atmos,Atmos,Capone_Bege,Capone Bege,1
Atmos,Atmos,Comil,Comil,1
Atmos,Atmos,Crocus,Crocus,1
Atmos,Atmos,Curly_Dadan,Curly Dadan,1
Atmos,Atmos,Dadan_Family,Dadan Family,1
Atmos,Atmos,Daz_Bonez,Daz Bonez,1
Atmos,Atmos,Fullbody,Fullbody,1
Atmos,Atmos,Haredas,Haredas,1
Atmos,Atmos,Jean_Bart,Jean Bart,1
Atmos,Atmos,Karoo,Karoo,1
Atmos,Atmos,Kawamatsu,Kawamatsu,1
Atmos,Atmos,Kouzuki_Hiyori,Kouzuki Hiyori,1
Atmos,Atmos,Kouzuki_Momonosuke,Kouzuki Momonosuke,1
Atmos,Atmos,Kurozumi_Orochi,Kurozumi Orochi,1
Atmos,Atmos,Lola,Lola,1
Atmos,Atmos,Lucky_Roux,Lucky Roux,1
Atmos,Atmos,Makino,Makino,1
Atmos,Atmos,Nefertari_Vivi,Nefertari Vivi,1
Atmos,Atmos,Penguin,Penguin,1
Atmos,Atmos,Prince_Grus,Prince Grus,1
Atmos,Atmos,Salome,Salome,1
Atmos,Atmos,Scopper_Gaban,Scopper Gaban,1
Atmos,Atmos,Sentomaru,Sentomaru,1
Atmos,Atmos,Shachi,Shachi,1
Atmos,Atmos,Shimotsuki_Yasuie,Shimotsuki Yasuie,1
Atmos,Atmos,Silvers_Rayleigh,Silvers Rayleigh,1
Atmos,Atmos,Tenguyama_Hitetsu,Tenguyama Hitetsu,1
Atmos,Atmos,Trafalgar_D._Water_Law,Trafalgar D. Water Law,1
Atmos,Atmos,Woop_Slap,Woop Slap,1
Atmos,Atmos,Yasopp,Yasopp,1
Atmos,Atmos,Zunesha,Zunesha,1
Avalo_Pizarro,Avalo Pizarro,Baratie,Baratie,1
Avalo_Pizarro,Avalo Pizarro,Bartholomew_Kuma,Bartholomew Kuma,1
Avalo_Pizarro,Avalo Pizarro,Bastille,Bastille,1
Avalo_Pizarro,Avalo Pizarro,Benn_Beckman,Benn Beckman,1
Avalo_Pizarro,Avalo Pizarro,Bian,Bian,1
Avalo_Pizarro,Avalo Pizarro,Blenheim,Blenheim,1
Avalo_Pizarro,Avalo Pizarro,Boa_Hancock,Boa Hancock,1
Avalo_Pizarro,Avalo Pizarro,Bogard,Bogard,1
Avalo_Pizarro,Avalo Pizarro,Brogy,Brogy,1
Avalo_Pizarro,Avalo Pizarro,Capone_Bege,Capone Bege,1
Avalo_Pizarro,Avalo Pizarro,Capone_Pez,Capone Pez,1
Avalo_Pizarro,Avalo Pizarro,Caribou,Caribou,1
Avalo_Pizarro,Avalo Pizarro,Cavendish,Cavendish,1
Avalo_Pizarro,Avalo Pizarro,Chaka,Chaka,1
Avalo_Pizarro,Avalo Pizarro,Charlotte_Chiffon,Charlotte Chiffon,1
Avalo_Pizarro,Avalo Pizarro,Charlotte_Linlin,Charlotte Linlin,1
Avalo_Pizarro,Avalo Pizarro,Charlotte_Pudding,Charlotte Pudding,1
Avalo_Pizarro,Avalo Pizarro,Dalton,Dalton,1
Avalo_Pizarro,Avalo Pizarro,Dorry,Dorry,1
Avalo_Pizarro,Avalo Pizarro,Elizabello_II,Elizabello II,1
Avalo_Pizarro,Avalo Pizarro,Epoida,Epoida,1
Avalo_Pizarro,Avalo Pizarro,Fukaboshi,Fukaboshi,1
Avalo_Pizarro,Avalo Pizarro,Fullbody,Fullbody,1
Avalo_Pizarro,Avalo Pizarro,Gol_D._Roger,Gol D. Roger,1
Avalo_Pizarro,Avalo Pizarro,Gyogyo,Gyogyo,1
Avalo_Pizarro,Avalo Pizarro,Hiriluk,Hiriluk,1
Avalo_Pizarro,Avalo Pizarro,Hoe,Hoe,1
Avalo_Pizarro,Avalo Pizarro,Igaram,Igaram,1
Avalo_Pizarro,Avalo Pizarro,Inazuma,Inazuma,1
Avalo_Pizarro,Avalo Pizarro,Inuarashi,Inuarashi,1
Avalo_Pizarro,Avalo Pizarro,Issho,Issho,1
Avalo_Pizarro,Avalo Pizarro,Jack,Jack,1
Avalo_Pizarro,Avalo Pizarro,Jango,Jango,1
Avalo_Pizarro,Avalo Pizarro,Kabu,Kabu,1
Avalo_Pizarro,Avalo Pizarro,Kaidou,Kaidou,1
Avalo_Pizarro,Avalo Pizarro,Karasu,Karasu,1
Avalo_Pizarro,Avalo Pizarro,Karoo,Karoo,1
Avalo_Pizarro,Avalo Pizarro,Kashii,Kashii,1
Avalo_Pizarro,Avalo Pizarro,Kawamatsu,Kawamatsu,1
Avalo_Pizarro,Avalo Pizarro,Kikunojo,Kikunojo,1
Avalo_Pizarro,Avalo Pizarro,Kin'emon,Kin'emon,1
Avalo_Pizarro,Avalo Pizarro,King,King,1
Avalo_Pizarro,Avalo Pizarro,Komachiyo,Komachiyo,1
Avalo_Pizarro,Avalo Pizarro,Kouzuki_Momonosuke,Kouzuki Momonosuke,1
Avalo_Pizarro,Avalo Pizarro,Kureha,Kureha,1
Avalo_Pizarro,Avalo Pizarro,Kuro,Kuro,1
Avalo_Pizarro,Avalo Pizarro,Kyros,Kyros,1
Avalo_Pizarro,Avalo Pizarro,Leo,Leo,1
Avalo_Pizarro,Avalo Pizarro,Lilith,Lilith,1
Avalo_Pizarro,Avalo Pizarro,Lucky_Roux,Lucky Roux,1
Avalo_Pizarro,Avalo Pizarro,Manboshi,Manboshi,1
Avalo_Pizarro,Avalo Pizarro,Mansherry,Mansherry,1
Avalo_Pizarro,Avalo Pizarro,Miyagi,Miyagi,1
Avalo_Pizarro,Avalo Pizarro,Morgan,Morgan,1
Avalo_Pizarro,Avalo Pizarro,Morley,Morley,1
Avalo_Pizarro,Avalo Pizarro,Nefertari_Vivi,Nefertari Vivi,1
Avalo_Pizarro,Avalo Pizarro,Neptune,Neptune,1
Avalo_Pizarro,Avalo Pizarro,Oimo,Oimo,1
Avalo_Pizarro,Avalo Pizarro,Pell,Pell,1
Avalo_Pizarro,Avalo Pizarro,Queen,Queen,1
Avalo_Pizarro,Avalo Pizarro,Rebecca,Rebecca,1
Avalo_Pizarro,Avalo Pizarro,Riku_Doldo_III,Riku Doldo III,1
Avalo_Pizarro,Avalo Pizarro,Ryuboshi,Ryuboshi,1
Avalo_Pizarro,Avalo Pizarro,Sabo,Sabo,1
Avalo_Pizarro,Avalo Pizarro,Salome,Salome,1
Avalo_Pizarro,Avalo Pizarro,Scratchmen_Apoo,Scratchmen Apoo,1
Avalo_Pizarro,Avalo Pizarro,Shirahoshi,Shirahoshi,1
Avalo_Pizarro,Avalo Pizarro,Shishilian,Shishilian,1
Avalo_Pizarro,Avalo Pizarro,Silvers_Rayleigh,Silvers Rayleigh,1
Avalo_Pizarro,Avalo Pizarro,Strawberry,Strawberry,1
Avalo_Pizarro,Avalo Pizarro,Tama,Tama,1
Avalo_Pizarro,Avalo Pizarro,Tenguyama_Hitetsu,Tenguyama Hitetsu,1
Avalo_Pizarro,Avalo Pizarro,Tristan,Tristan,1
Avalo_Pizarro,Avalo Pizarro,Vinsmoke_Niji,Vinsmoke Niji,1
Avalo_Pizarro,Avalo Pizarro,Viola,Viola,1
Avalo_Pizarro,Avalo Pizarro,Wanda,Wanda,1
Avalo_Pizarro,Avalo Pizarro,Yamato,Yamato,1
Avalo_Pizarro,Avalo Pizarro,Yasopp,Yasopp,1
Avalo_Pizarro,Avalo Pizarro,Yomo,Yomo,1
Avalo_Pizarro,Avalo Pizarro,Zeff,Zeff,1
Avalo_Pizarro,Avalo Pizarro,Zeus,Zeus,1
Babanuki,Babanuki,Bariete,Bariete,1
Babanuki,Babanuki,Bartolomeo,Bartolomeo,1
Babanuki,Babanuki,Black_Maria,Black Maria,1
Babanuki,Babanuki,Caesar_Clown,Caesar Clown,1
Babanuki,Babanuki,Camie,Camie,1
Babanuki,Babanuki,Charlotte_Kato,Charlotte Kato,1
Babanuki,Babanuki,Clione,Clione,1
Babanuki,Babanuki,Donquixote_Doflamingo,Donquixote Doflamingo,1
Babanuki,Babanuki,Edward_Newgate,Edward Newgate,1
Babanuki,Babanuki,Hakugan,Hakugan,1
Babanuki,Babanuki,Hattori,Hattori,1
Babanuki,Babanuki,Ikkaku,Ikkaku,1
Babanuki,Babanuki,Jack,Jack,1
Babanuki,Babanuki,Jean_Bart,Jean Bart,1
Babanuki,Babanuki,Jozu,Jozu,1
Babanuki,Babanuki,Kaku,Kaku,1
Babanuki,Babanuki,Kamijiro,Kamijiro,1
Babanuki,Babanuki,Koby,Koby,1
Babanuki,Babanuki,Kouzuki_Oden,Kouzuki Oden,1
Babanuki,Babanuki,Morgans,Morgans,1
Babanuki,Babanuki,Page_One,Page One,1
Babanuki,Babanuki,Portgas_D._Ace,Portgas D. Ace,1
Babanuki,Babanuki,Prometheus,Prometheus,1
Babanuki,Babanuki,Rakuyo,Rakuyo,1
Babanuki,Babanuki,Rob_Lucci,Rob Lucci,1
Babanuki,Babanuki,Sasaki,Sasaki,1
Babanuki,Babanuki,Shanks,Shanks,1
Babanuki,Babanuki,Stansen,Stansen,1
Babanuki,Babanuki,Topman_Warcury,Topman Warcury,1
Babanuki,Babanuki,Tristan,Tristan,1
Babanuki,Babanuki,Tsuru,Tsuru,1
Babanuki,Babanuki,Ulti,Ulti,1
Babanuki,Babanuki,Uni,Uni,1
Babanuki,Babanuki,Vinsmoke_Niji,Vinsmoke Niji,1
Babanuki,Babanuki,Wanda,Wanda,1
Babanuki,Babanuki,Zunesha,Zunesha,1
Babe,Babe,Blueno,Blueno,1
Babe,Babe,Camie,Camie,1
Babe,Babe,Jaguar_D._Saul,Jaguar D. Saul,1
Babe,Babe,Kashii,Kashii,1
Babe,Babe,Kebi,Kebi,1
Babe,Babe,Kureha,Kureha,1
Babe,Babe,Kuzan,Kuzan,1
Babe,Babe,Mr._9,Mr. 9,1
Babe,Babe,Oimo,Oimo,1
Babe,Babe,Pappag,Pappag,1
Babe,Babe,Peepley_Lulu,Peepley Lulu,1
Babe,Babe,Sengoku,Sengoku,1
Babe,Babe,Smoker,Smoker,1
Babe,Babe,Spandine,Spandine,1
Babe,Babe,Tamagon,Tamagon,1
Babe,Babe,Tilestone,Tilestone,1
Babe,Babe,Tom,Tom,1
Baburu,Baburu,Basil_Hawkins,Basil Hawkins,1
Baburu,Baburu,Buggy,Buggy,1
Baburu,Baburu,Charlotte_Linlin,Charlotte Linlin,1
Baburu,Baburu,Crocodile,Crocodile,1
Baburu,Baburu,Emporio_Ivankov,Emporio Ivankov,1
Baburu,Baburu,Eustass_Kid,Eustass Kid,1
Baburu,Baburu,Farul,Farul,1
Baburu,Baburu,Gladius,Gladius,1
Baburu,Baburu,Guernika,Guernika,1
Baburu,Baburu,Jinbe,Jinbe,1
Baburu,Baburu,Joseph,Joseph,1
Baburu,Baburu,Koala,Koala,1
Baburu,Baburu,Machvise,Machvise,1
Baburu,Baburu,Marshall_D._Teach,Marshall D. Teach,1
Baburu,Baburu,Monkey_D._Dragon,Monkey D. Dragon,1
Baburu,Baburu,Mont_Blanc_Cricket,Mont Blanc Cricket,1
Baburu,Baburu,Pekoms,Pekoms,1
Baburu,Baburu,Pellini,Pellini,1
Baburu,Baburu,Queen_Mama_Chanter,Queen Mama Chanter,1
Baburu,Baburu,Sabo,Sabo,1
Baburu,Baburu,Sakazuki,Sakazuki,1
Baburu,Baburu,Scratchmen_Apoo,Scratchmen Apoo,1
Baburu,Baburu,Senor_Pink,Senor Pink,1
Baburu,Baburu,Tamago,Tamago,1
Baby_5,Baby 5,Bartholomew_Kuma,Bartholomew Kuma,1
Baby_5,Baby 5,Buggy,Buggy,1
